year,pair,strategy,final_capital,total_return,total_return_pct,num_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown
2022,EUR/USD,ma,8570.400000000012,-1429.5999999999876,-14.295999999999875,45,12,33,26.666666666666668,126.55416666666696,-89.34090909090878,0.5151021792588854,0
